SrNo,JuzNo,SurahNo,AyahNo,EnglishTranslation,OrignalArabicText,ArabicText,ArabicWordCount,ArabicLetterCount
759,7,5,90,"O ye who believe! Intoxicants and gambling, (dedication of) stones, and (divination by) arrows, are an abomination,- of Satan's handwork: eschew such (abomination), that ye may prosper.",??? ???????? ????????? ??????? ???????? ????????? ????????????? ?????????????? ?????????????? ?????? ???? ?????? ???????????? ?????????????? ??????????? ???????????,?? ???? ????? ????? ???? ????? ??????? ???????? ???????? ??? ?? ??? ??????? ???????? ????? ??????,16,82
760,7,5,91,"Satan's plan is (but) to excite enmity and hatred between you, with intoxicants and gambling, and hinder you from the remembrance of Allah, and from prayer: will ye not then abstain?",???????? ??????? ???????????? ???? ??????? ?????????? ???????????? ?????????????? ??? ????????? ????????????? ????????????? ???? ?????? ??????? ?????? ?????????? ? ?????? ???????? ???????????,???? ???? ??????? ?? ???? ????? ??????? ???????? ?? ????? ??????? ?????? ?? ??? ???? ??? ?????? ? ??? ???? ??????,21,93
761,7,5,92,"Obey Allah, and obey the Messenger, and beware (of evil): if ye do turn back, know ye that it is Our Messenger's duty to proclaim (the message) in the clearest manner.",??????????? ??????? ??????????? ?????????? ??????????? ? ?????? ????????????? ??????????? ???????? ?????? ?????????? ?????????? ??????????,??????? ???? ??????? ?????? ??????? ? ??? ?????? ??????? ???? ??? ?????? ?????? ??????,14,73
762,7,5,93,"On those who believe and do deeds of righteousness there is no blame for what they ate (in the past), when they guard themselves from evil, and believe, and do deeds of righteousness,- (or) again, guard themselves from evil and believe,- (or) again, guard themselves from evil and do good. For Allah loveth those who do good.",?????? ????? ????????? ??????? ?????????? ????????????? ??????? ?????? ???????? ????? ??? ????????? ????????? ?????????? ????????????? ????? ????????? ????????? ????? ????????? ???????????? ? ????????? ??????? ??????????????,??? ??? ????? ????? ?????? ???????? ???? ???? ????? ??? ?? ????? ?????? ?????? ???????? ?? ????? ?????? ?? ????? ??????? ? ????? ??? ????????,25,117
763,7,5,94,"O ye who believe! Allah doth but make a trial of you in a little matter of game well within reach of game well within reach of your hands and your lances, that He may test who feareth him unseen: any who transgress thereafter, will have a grievous penalty.",??? ???????? ????????? ??????? ????????????????? ??????? ???????? ???? ????????? ????????? ??????????? ????????????? ?????????? ??????? ???? ????????? ??????????? ? ?????? ????????? ?????? ??????? ?????? ??????? ???????,?? ???? ????? ????? ???????? ???? ????? ?? ????? ????? ?????? ??????? ????? ???? ?? ????? ?????? ? ??? ????? ??? ??? ??? ???? ????,25,106
764,7,5,95,"O ye who believe! Kill not game while in the sacred precincts or in pilgrim garb. If any of you doth so intentionally, the compensation is an offering, brought to the Ka'ba, of a domestic animal equivalent to the one he killed, as adjudged by two just men among you; or by way of atonement, the feeding of the indigent; or its equivalent in fasts: that he may taste of the penalty of his deed. Allah forgives what is past: for repetition Allah will exact from him the penalty. For Allah is Exalted, and Lord of Retribution.",??? ???????? ????????? ??????? ??? ?????????? ????????? ?????????? ?????? ? ?????? ???????? ???????? ???????????? ????????? ?????? ??? ?????? ???? ????????? ???????? ???? ????? ?????? ???????? ??????? ??????? ??????????? ???? ?????????? ??????? ?????????? ???? ?????? ??????? ???????? ????????? ??????? ???????? ? ????? ??????? ?????? ?????? ? ?????? ????? ???????????? ??????? ?????? ? ????????? ??????? ??? ??????????,?? ???? ????? ????? ?? ?????? ????? ????? ??? ? ??? ???? ???? ??????? ????? ??? ?? ??? ?? ????? ???? ?? ??? ???? ???? ????? ???? ?????? ?? ????? ???? ?????? ?? ??? ??? ?????? ????? ???? ???? ? ??? ???? ??? ??? ? ??? ??? ?????? ???? ??? ? ????? ???? ?? ???????,55,205
765,7,5,96,"Lawful to you is the pursuit of water-game and its use for food,- for the benefit of yourselves and those who travel; but forbidden is the pursuit of land-game;- as long as ye are in the sacred precincts or in pilgrim garb. And fear Allah, to Whom ye shall be gathered back.",??????? ?????? ?????? ????????? ??????????? ???????? ?????? ???????????????? ? ????????? ?????????? ?????? ???????? ??? ???????? ??????? ? ?????????? ??????? ??????? ???????? ???????????,??? ??? ??? ????? ?????? ?????? ??? ???????? ? ???? ????? ??? ???? ?? ???? ????? ? ?????? ???? ???? ???? ??????,22,90
766,7,5,97,"Allah made the Ka'ba, the Sacred House, an asylum of security for men, as also the Sacred Months, the animals for offerings, and the garlands that mark them: That ye may know that Allah hath knowledge of what is in the heavens and on earth and that Allah is well acquainted with all things.",?????? ??????? ??????????? ????????? ?????????? ???????? ????????? ??????????? ?????????? ??????????? ?????????????? ? ??????? ???????????? ????? ??????? ???????? ??? ??? ????????????? ????? ??? ????????? ??????? ??????? ??????? ?????? ???????,??? ???? ?????? ????? ?????? ?????? ????? ?????? ?????? ?????? ???????? ? ??? ??????? ?? ???? ???? ?? ?? ???????? ??? ?? ????? ??? ???? ??? ???? ????,28,122
767,7,5,98,"Know ye that Allah is strict in punishment and that Allah is Oft-forgiving, Most Merciful.",????????? ????? ??????? ??????? ?????????? ??????? ??????? ??????? ???????,?????? ?? ???? ???? ?????? ??? ???? ???? ????,9,37
768,7,5,99,The Messenger's duty is but to proclaim (the message). But Allah knoweth all that ye reveal and ye conceal.,??? ????? ?????????? ?????? ?????????? ? ????????? ???????? ??? ????????? ????? ???????????,?? ??? ?????? ??? ?????? ? ????? ???? ?? ????? ??? ??????,12,46
769,7,5,100,"Say: ""Not equal are things that are bad and things that are good, even though the abundance of the bad may dazzle thee; so fear Allah, O ye that understand; that (so) ye may prosper.""",???? ??? ????????? ?????????? ???????????? ?????? ?????????? ???????? ?????????? ? ?????????? ??????? ??? ?????? ???????????? ??????????? ???????????,?? ?? ????? ?????? ?????? ??? ????? ???? ?????? ? ?????? ???? ?? ???? ??????? ????? ??????,17,74
770,7,5,101,"O ye who believe! Ask not questions about things which, if made plain to you, may cause you trouble. But if ye ask about things when the Qur'an is being revealed, they will be made plain to you, Allah will forgive those: for Allah is Oft-forgiving, Most Forbearing.",??? ???????? ????????? ??????? ??? ?????????? ???? ????????? ???? ?????? ?????? ?????????? ?????? ?????????? ??????? ????? ????????? ?????????? ?????? ?????? ????? ??????? ??????? ? ????????? ??????? ???????,?? ???? ????? ????? ?? ?????? ?? ????? ?? ??? ??? ????? ??? ?????? ???? ??? ???? ?????? ??? ??? ??? ???? ???? ? ????? ???? ????,27,101
771,7,5,102,"Some people before you did ask such questions, and on that account lost their faith.",???? ????????? ?????? ???? ?????????? ????? ?????????? ????? ??????????,?? ????? ??? ?? ????? ?? ?????? ??? ??????,9,34
772,7,5,103,"It was not Allah who instituted (superstitions like those of) a slit-ear she-camel, or a she-camel let loose for free pasture, or idol sacrifices for twin-births in animals, or stallion-camels freed from work: It is blasphemers who invent a lie against Allah; but most of them lack wisdom.",??? ?????? ??????? ???? ????????? ????? ????????? ????? ????????? ????? ????? ? ?????????? ????????? ???????? ??????????? ????? ??????? ????????? ? ?????????????? ??? ???????????,?? ??? ???? ?? ?????? ??? ?????? ??? ?????? ??? ???? ? ???? ????? ????? ?????? ??? ???? ????? ? ??????? ?? ??????,23,91
773,7,5,104,"When it is said to them: ""Come to what Allah hath revealed; come to the Messenger"": They say: ""Enough for us are the ways we found our fathers following."" what! even though their fathers were void of knowledge and guidance?",??????? ????? ?????? ?????????? ?????? ??? ???????? ??????? ??????? ?????????? ??????? ????????? ??? ????????? ???????? ????????? ? ???????? ????? ?????????? ??? ??????????? ??????? ????? ???????????,???? ??? ??? ?????? ??? ?? ???? ???? ???? ?????? ????? ????? ?? ????? ???? ?????? ? ???? ??? ?????? ?? ?????? ????? ??? ??????,25,102
774,7,5,105,"O ye who believe! Guard your own souls: If ye follow (right) guidance, no hurt can come to you from those who stray. the goal of you all is to Allah: it is He that will show you the truth of all that ye do.",??? ???????? ????????? ??????? ?????????? ???????????? ? ??? ??????????? ???? ????? ????? ????????????? ? ????? ??????? ???????????? ???????? ??????????????? ????? ???????? ???????????,?? ???? ????? ????? ????? ?????? ? ?? ????? ?? ?? ??? ??????? ? ??? ???? ?????? ?????? ??????? ??? ???? ??????,22,89
775,7,5,106,"O ye who believe! When death approaches any of you, (take) witnesses among yourselves when making bequests,- two just men of your own (brotherhood) or others from outside if ye are journeying through the earth, and the chance of death befalls you (thus). If ye doubt (their truth), detain them both after prayer, and let them both swear by Allah: ""We wish not in this for any worldly gain, even though the (beneficiary) be our near relation: we shall hide not the evidence before Allah: if we do, then behold! the sin be upon us!""",??? ???????? ????????? ??????? ????????? ?????????? ????? ?????? ?????????? ????????? ????? ???????????? ???????? ????? ?????? ???????? ???? ???????? ???? ?????????? ???? ???????? ?????????? ??? ????????? ??????????????? ????????? ????????? ? ???????????????? ???? ?????? ?????????? ????????????? ????????? ???? ??????????? ??? ????????? ???? ??????? ?????? ????? ??? ???????? ? ????? ???????? ????????? ??????? ?????? ????? ?????? ???????????,?? ???? ????? ????? ????? ????? ??? ??? ????? ????? ??? ?????? ????? ??? ???? ???? ?? ????? ?? ????? ?? ???? ????? ?? ????? ???????? ????? ????? ? ????????? ?? ??? ?????? ??????? ????? ?? ?????? ?? ????? ?? ????? ??? ??? ?? ???? ? ??? ???? ????? ???? ??? ???? ??? ???????,54,218
776,7,5,107,"But if it gets known that these two were guilty of the sin (of perjury), let two others stand forth in their places,- nearest in kin from among those who claim a lawful right: let them swear by Allah: ""We affirm that our witness is truer than that of those two, and that we have not trespassed (beyond the truth): if we did, behold! the wrong be upon us!""",?????? ?????? ?????? ?????????? ??????????? ??????? ?????????? ?????????? ???????????? ???? ????????? ?????????? ?????????? ?????????????? ????????????? ????????? ?????????????? ??????? ???? ?????????????? ????? ???????????? ?????? ????? ?????? ?????????????,??? ??? ??? ????? ?????? ????? ?????? ?????? ??????? ?? ????? ????? ????? ???????? ??????? ????? ???????? ??? ?? ???????? ??? ??????? ??? ???? ??? ????????,26,130
777,7,5,108,"That is most suitable: that they may give the evidence in its true nature and shape, or else they would fear that other oaths would be taken after their oaths. But fear Allah, and listen (to His counsel): for Allah guideth not a rebellious people:",??????? ???????? ???? ???????? ?????????????? ?????? ????????? ???? ????????? ???? ??????? ????????? ?????? ????????????? ? ?????????? ??????? ??????????? ? ????????? ??? ??????? ????????? ?????????????,??? ???? ?? ????? ???????? ??? ????? ?? ?????? ?? ??? ????? ??? ??????? ? ?????? ???? ??????? ? ????? ?? ???? ????? ????????,24,101
778,7,5,109,"One day will Allah gather the messengers together, and ask: ""What was the response ye received (from men to your teaching)?"" They will say: ""We have no knowledge: it is Thou Who knowest in full all that is hidden.""",?????? ???????? ??????? ????????? ????????? ?????? ?????????? ? ??????? ??? ?????? ????? ? ??????? ?????? ???????? ??????????,??? ???? ???? ????? ????? ???? ????? ? ????? ?? ??? ??? ? ??? ??? ???? ??????,17,61
779,7,5,110,"Then will Allah say: ""O Jesus the son of Mary! Recount My favour to thee and to thy mother. Behold! I strengthened thee with the holy spirit, so that thou didst speak to the people in childhood and in maturity. Behold! I taught thee the Book and Wisdom, the Law and the Gospel and behold! thou makest out of clay, as it were, the figure of a bird, by My leave, and thou breathest into it and it becometh a bird by My leave, and thou healest those born blind, and the lepers, by My leave. And behold! thou bringest forth the dead by My leave. And behold! I did restrain the Children of Israel from (violence to) thee when thou didst show them the clear Signs, and the unbelievers among them said: 'This is nothing but evident magic.'",???? ????? ??????? ??? ?????? ????? ???????? ??????? ????????? ???????? ???????? ??????????? ???? ??????????? ??????? ????????? ????????? ???????? ??? ????????? ????????? ? ?????? ??????????? ?????????? ????????????? ?????????????? ?????????????? ? ?????? ???????? ???? ???????? ?????????? ????????? ????????? ?????????? ?????? ????????? ??????? ????????? ? ?????????? ??????????? ????????????? ????????? ? ?????? ???????? ??????????? ????????? ? ?????? ???????? ????? ???????????? ?????? ???? ?????????? ??????????????? ??????? ????????? ???????? ???????? ???? ?????? ?????? ?????? ???????,?? ??? ???? ?? ???? ??? ???? ???? ????? ???? ???? ?????? ?? ????? ???? ????? ???? ????? ?? ????? ?????? ? ??? ????? ?????? ??????? ???????? ???????? ? ??? ???? ?? ????? ????? ????? ????? ????? ???? ????? ????? ????? ? ????? ?????? ??????? ????? ? ??? ???? ?????? ????? ? ??? ???? ??? ??????? ??? ?? ????? ???????? ???? ????? ????? ???? ?? ??? ??? ??? ????,69,287
780,7,5,111,"""And behold! I inspired the disciples to have faith in Me and Mine Messenger: they said, 'We have faith, and do thou bear witness that we bow to Allah as Muslims'"".",?????? ?????????? ????? ???????????????? ???? ??????? ??? ???????????? ??????? ??????? ????????? ?????????? ???????????,??? ????? ??? ????????? ?? ????? ?? ??????? ????? ???? ????? ????? ??????,13,61
781,7,5,112,"Behold! the disciples, said: ""O Jesus the son of Mary! can thy Lord send down to us a table set (with viands) from heaven?"" Said Jesus: ""Fear Allah, if ye have faith.""",???? ????? ???????????????? ??? ?????? ????? ???????? ???? ??????????? ??????? ???? ????????? ????????? ????????? ???? ?????????? ? ????? ???????? ??????? ???? ???????? ???????????,?? ??? ????????? ?? ???? ??? ???? ?? ?????? ??? ?? ???? ????? ?????? ?? ?????? ? ??? ????? ???? ?? ???? ??????,23,88
782,7,5,113,"They said: ""We only wish to eat thereof and satisfy our hearts, and to know that thou hast indeed told us the truth; and that we ourselves may be witnesses to the miracle.""",??????? ??????? ???? ???????? ??????? ????????????? ?????????? ?????????? ???? ???? ??????????? ????????? ????????? ???? ?????????????,????? ???? ?? ???? ???? ?????? ?????? ????? ?? ?? ?????? ????? ????? ?? ????????,15,66
783,7,5,114,"Said Jesus the son of Mary: ""O Allah our Lord! Send us from heaven a table set (with viands), that there may be for us - for the first and the last of us - a solemn festival and a sign from thee; and provide for our sustenance, for thou art the best Sustainer (of our needs).""",????? ?????? ????? ???????? ?????????? ???????? ???????? ????????? ????????? ???? ?????????? ??????? ????? ?????? ???????????? ?????????? ??????? ?????? ? ???????????? ???????? ?????? ?????????????,??? ???? ??? ???? ????? ???? ???? ????? ?????? ?? ?????? ???? ??? ????? ?????? ?????? ????? ??? ? ??????? ???? ??? ????????,23,101
784,7,5,115,"Allah said: ""I will send it down unto you: But if any of you after that resisteth faith, I will punish him with a penalty such as I have not inflicted on any one among all the peoples.""",????? ??????? ?????? ???????????? ?????????? ? ?????? ???????? ?????? ???????? ???????? ??????????? ???????? ??? ??????????? ??????? ???? ?????????????,??? ???? ??? ?????? ????? ? ??? ???? ??? ???? ???? ????? ?????? ?? ????? ????? ?? ????????,18,73
785,7,5,116,"And behold! Allah will say: ""O Jesus the son of Mary! Didst thou say unto men, worship me and my mother as gods in derogation of Allah'?"" He will say: ""Glory to Thee! never could I say what I had no right (to say). Had I said such a thing, thou wouldst indeed have known it. Thou knowest what is in my heart, Thou I know not what is in Thine. For Thou knowest in full all that is hidden.",?????? ????? ??????? ??? ?????? ????? ???????? ???????? ?????? ????????? ???????????? ????????? ??????????? ???? ????? ??????? ? ????? ??????????? ??? ??????? ??? ???? ??????? ??? ?????? ??? ??????? ? ???? ?????? ???????? ?????? ?????????? ? ???????? ??? ??? ??????? ????? ???????? ??? ??? ???????? ? ??????? ?????? ???????? ??????????,??? ??? ???? ?? ???? ??? ???? ???? ??? ????? ??????? ???? ????? ?? ??? ???? ? ??? ?????? ?? ???? ?? ?? ???? ?? ??? ?? ??? ? ?? ??? ???? ??? ????? ? ???? ?? ?? ???? ??? ???? ?? ?? ???? ? ??? ??? ???? ??????,49,157
786,7,5,117,"""Never said I to them aught except what Thou didst command me to say, to wit, 'worship Allah, my Lord and your Lord'; and I was a witness over them whilst I dwelt amongst them; when Thou didst take me up Thou wast the Watcher over them, and Thou art a witness to all things.",??? ?????? ?????? ?????? ??? ??????????? ???? ???? ????????? ??????? ?????? ??????????? ? ???????? ?????????? ???????? ??? ?????? ??????? ? ???????? ?????????????? ?????? ?????? ?????????? ?????????? ? ???????? ?????? ????? ?????? ???????,?? ??? ??? ??? ?? ?????? ?? ?? ?????? ???? ??? ????? ? ???? ????? ?????? ?? ??? ???? ? ???? ??????? ??? ??? ?????? ????? ? ???? ??? ?? ???? ????,32,113
787,7,5,118,"""If Thou dost punish them, they are Thy servant: If Thou dost forgive them, Thou art the Exalted in power, the Wise.""",???? ????????????? ??????????? ????????? ? ?????? ???????? ?????? ????????? ?????? ?????????? ??????????,?? ?????? ????? ????? ? ??? ???? ??? ???? ??? ?????? ??????,12,48
788,7,5,119,"Allah will say: ""This is a day on which the truthful will profit from their truth: theirs are gardens, with rivers flowing beneath,- their eternal Home: Allah well-pleased with them, and they with Allah: That is the great salvation, (the fulfilment of all desires).",????? ??????? ?????? ?????? ???????? ????????????? ?????????? ? ?????? ???????? ??????? ???? ????????? ???????????? ?????????? ?????? ??????? ? ?????? ??????? ???????? ???????? ?????? ? ??????? ????????? ??????????,??? ???? ??? ??? ???? ???????? ????? ? ??? ???? ???? ?? ????? ??????? ?????? ???? ????? ? ??? ???? ???? ????? ??? ? ??? ????? ??????,27,106
789,7,5,120,"To Allah doth belong the dominion of the heavens and the earth, and all that is therein, and it is He Who hath power over all things.",??????? ?????? ????????????? ??????????? ????? ???????? ? ?????? ?????? ????? ?????? ???????,??? ??? ???????? ?????? ??? ???? ? ??? ??? ?? ???? ????,12,44
790,7,6,1,"Praise be Allah, Who created the heavens and the earth, and made the darkness and the light. Yet those who reject Faith hold (others) as equal, with their Guardian-Lord.",????????? ??????? ??????? ?????? ????????????? ??????????? ???????? ???????????? ?????????? ? ????? ????????? ???????? ??????????? ???????????,????? ??? ???? ??? ???????? ?????? ???? ??????? ?????? ? ?? ????? ????? ????? ??????,15,70
791,7,6,2,"He it is created you from clay, and then decreed a stated term (for you). And there is in His presence another determined term; yet ye doubt within yourselves!",???? ??????? ?????????? ???? ????? ????? ?????? ??????? ? ???????? ???????? ???????? ? ????? ???????? ???????????,?? ???? ????? ?? ???? ?? ??? ????? ? ???? ???? ???? ? ?? ???? ??????,16,53
792,7,6,3,"And He is Allah in the heavens and on earth. He knoweth what ye hide, and what ye reveal, and He knoweth the (recompense) which ye earn (by your deeds).",?????? ??????? ??? ????????????? ????? ????????? ? ???????? ????????? ???????????? ?????????? ??? ???????????,??? ???? ?? ???????? ??? ????? ? ???? ???? ?????? ????? ?? ??????,13,53
793,7,6,4,"But never did a single one of the signs of their Lord reach them, but they turned away therefrom.",????? ??????????? ???? ????? ???? ?????? ????????? ?????? ??????? ??????? ???????????,??? ?????? ?? ???? ?? ???? ???? ??? ????? ???? ??????,11,43
794,7,6,5,And now they reject the truth when it reaches them: but soon shall they learn the reality of what they used to mock at.,?????? ????????? ?????????? ?????? ????????? ? ???????? ??????????? ????????? ??? ??????? ???? ???????????????,??? ????? ????? ??? ????? ? ???? ?????? ????? ?? ????? ?? ????????,13,54
795,7,6,6,"See they not how many of those before them We did destroy?- generations We had established on the earth, in strength such as We have not given to you - for whom We poured out rain from the skies in abundance, and gave (fertile) streams flowing beneath their (feet): yet for their sins We destroyed them, and raised in their wake fresh generations (to succeed them).",?????? ??????? ???? ??????????? ???? ?????????? ???? ?????? ????????????? ??? ????????? ??? ???? ????????? ?????? ????????????? ?????????? ?????????? ?????????? ??????????? ???????????? ??????? ???? ?????????? ????????????????? ????????????? ????????????? ???? ?????????? ??????? ????????,??? ???? ?? ?????? ?? ????? ?? ???? ?????? ?? ????? ?? ?? ???? ??? ??????? ?????? ????? ??????? ?????? ??????? ???? ?? ????? ????????? ??????? ??????? ?? ????? ????? ?????,31,141
796,7,6,7,"If We had sent unto thee a written (message) on parchment, so that they could touch it with their hands, the Unbelievers would have been sure to say: ""This is nothing but obvious magic!""",?????? ?????????? ???????? ???????? ??? ????????? ??????????? ????????????? ??????? ????????? ???????? ???? ?????? ?????? ?????? ???????,??? ????? ???? ?????? ?? ?????? ?????? ??????? ???? ????? ????? ?? ??? ??? ??? ????,16,68
797,7,6,8,"They say: ""Why is not an angel sent down to him?"" If we did send down an angel, the matter would be settled at once, and no respite would be granted them.",????????? ??????? ???????? ???????? ?????? ? ?????? ??????????? ??????? ???????? ????????? ????? ??? ???????????,?????? ???? ???? ???? ??? ? ??? ?????? ????? ???? ????? ?? ?? ??????,14,55
798,7,6,9,"If We had made it an angel, We should have sent him as a man, and We should certainly have caused them confusion in a matter which they have already covered with confusion.",?????? ??????????? ??????? ????????????? ??????? ????????????? ?????????? ??? ???????????,??? ?????? ????? ??????? ????? ??????? ????? ?? ??????,9,46
799,7,6,10,Mocked were (many) messengers before thee; but their scoffers were hemmed in by the thing that they mocked.,???????? ??????????? ???????? ???? ???????? ??????? ??????????? ???????? ???????? ??? ??????? ???? ???????????????,???? ?????? ????? ?? ???? ???? ?????? ????? ???? ?? ????? ?? ????????,13,57
800,7,6,11,"Say: ""Travel through the earth and see what was the end of those who rejected Truth.""",???? ??????? ??? ????????? ????? ????????? ?????? ????? ????????? ???????????????,?? ????? ?? ????? ?? ?????? ??? ??? ????? ????????,10,41
801,7,6,12,"Say: ""To whom belongeth all that is in the heavens and on earth?"" Say: ""To Allah. He hath inscribed for Himself (the rule of) Mercy. That He will gather you together for the Day of Judgment, there is no doubt whatever. It is they who have lost their own souls, that will not believe.",???? ?????? ??? ??? ????????????? ??????????? ? ???? ??????? ? ?????? ?????? ???????? ??????????? ? ????????????????? ?????? ?????? ???????????? ??? ?????? ????? ? ????????? ???????? ???????????? ?????? ??? ???????????,?? ??? ?? ?? ???????? ?????? ? ?? ??? ? ??? ??? ???? ?????? ? ???????? ??? ??? ??????? ?? ??? ??? ? ????? ????? ?????? ??? ?? ??????,29,104
802,7,6,13,"To him belongeth all that dwelleth (or lurketh) in the night and the day. For he is the one who heareth and knoweth all things.""",?????? ??? ?????? ??? ????????? ???????????? ? ?????? ?????????? ??????????,??? ?? ??? ?? ????? ??????? ? ??? ?????? ??????,10,38
803,7,6,14,"Say: ""Shall I take for my protector any other than Allah, the Maker of the heavens and the earth? And He it is that feedeth but is not fed."" Say: ""Nay! but I am commanded to be the first of those who bow to Allah (in Islam), and be not thou of the company of those who join gods with Allah.""",???? ???????? ??????? ????????? ???????? ??????? ????????????? ??????????? ?????? ???????? ????? ???????? ? ???? ?????? ???????? ???? ??????? ??????? ???? ???????? ? ????? ?????????? ???? ??????????????,?? ???? ???? ???? ???? ???? ???????? ?????? ??? ???? ??? ???? ? ?? ??? ???? ?? ???? ??? ?? ???? ? ??? ????? ?? ????????,26,94
804,7,6,15,"Say: ""I would, if I disobeyed my Lord, indeed have fear of the penalty of a Mighty Day.",???? ?????? ??????? ???? ???????? ?????? ??????? ?????? ???????,?? ??? ???? ?? ???? ??? ???? ???? ?????,9,31
805,7,6,16,"""On that day, if the penalty is averted from any, it is due to Allah's mercy; And that would be (Salvation), the obvious fulfilment of all desire.",???? ???????? ?????? ?????????? ?????? ???????? ? ????????? ????????? ??????????,?? ???? ??? ?????? ??? ???? ? ???? ????? ??????,10,38
806,7,6,17,"""If Allah touch thee with affliction, none can remove it but He; if He touch thee with happiness, He hath power over all things.",?????? ?????????? ??????? ??????? ????? ??????? ???? ?????? ???? ? ?????? ?????????? ???????? ?????? ?????? ????? ?????? ???????,??? ????? ???? ??? ??? ???? ?? ??? ?? ? ??? ????? ????? ??? ??? ?? ???? ????,18,59
807,7,6,18,"""He is the irresistible, (watching) from above over His worshippers; and He is the Wise, acquainted with all things.""",?????? ?????????? ?????? ????????? ? ?????? ?????????? ??????????,??? ?????? ??? ????? ? ??? ?????? ??????,8,33
808,7,6,19,"Say: ""What thing is most weighty in evidence?"" Say: ""Allah is witness between me and you; This Qur'an hath been revealed to me by inspiration, that I may warn you and all whom it reaches. Can ye possibly bear witness that besides Allah there is another Allah?"" Say: ""Nay! I cannot bear witness!"" Say: ""But in truth He is the one Allah, and I truly am innocent of (your blasphemy of) joining others with Him.""",???? ????? ?????? ???????? ????????? ? ???? ??????? ? ??????? ??????? ???????????? ? ????????? ??????? ?????? ?????????? ?????????????? ???? ?????? ?????? ? ??????????? ????????????? ????? ???? ??????? ??????? ???????? ? ???? ??? ???????? ? ???? ???????? ???? ??????? ??????? ?????????? ??????? ?????? ???????????,?? ?? ???? ???? ?????? ? ?? ???? ? ???? ???? ?????? ? ????? ??? ??? ?????? ??????? ?? ??? ??? ? ????? ??????? ?? ?? ???? ????? ???? ? ?? ?? ???? ? ?? ???? ?? ??? ???? ????? ???? ??? ??????,43,146
809,7,6,20,Those to whom We have given the Book know this as they know their own sons. Those who have lost their own souls refuse therefore to believe.,????????? ???????????? ?????????? ????????????? ????? ??????????? ????????????? ? ????????? ???????? ???????????? ?????? ??? ???????????,????? ??????? ?????? ??????? ??? ?????? ??????? ? ????? ????? ?????? ??? ?? ??????,14,69
810,7,6,21,Who doth more wrong than he who inventeth a lie against Allah or rejecteth His signs? But verily the wrong-doers never shall prosper.,?????? ???????? ??????? ????????? ????? ??????? ??????? ???? ??????? ?????????? ? ??????? ??? ???????? ?????????????,??? ???? ??? ????? ??? ???? ????? ?? ??? ?????? ? ??? ?? ???? ????????,15,56
811,7,6,22,"One day shall We gather them all together: We shall say to those who ascribed partners (to Us): ""Where are the partners whom ye (invented and) talked about?""",???????? ???????????? ???????? ????? ??????? ?????????? ?????????? ?????? ????????????? ????????? ???????? ???????????,???? ?????? ?????? ?? ???? ????? ?????? ??? ??????? ????? ???? ??????,12,58
812,7,6,23,"There will then be (left) no subterfuge for them but to say: ""By Allah our Lord, we were not those who joined gods with Allah.""",????? ???? ?????? ???????????? ?????? ???? ??????? ????????? ???????? ??? ?????? ???????????,?? ?? ??? ?????? ??? ?? ????? ????? ???? ?? ??? ??????,12,43
813,7,6,24,Behold! how they lie against their own souls! But the (lie) which they invented will leave them in the lurch.,??????? ?????? ???????? ?????? ???????????? ? ??????? ???????? ??? ??????? ???????????,???? ??? ????? ??? ?????? ? ??? ???? ?? ????? ??????,11,42
814,7,6,25,"Of them there are some who (pretend to) listen to thee; but We have thrown veils on their hearts, So they understand it not, and deafness in their ears; if they saw every one of the signs, not they will believe in them; in so much that when they come to thee, they (but) dispute with thee; the Unbelievers say: ""These are nothing but tales of the ancients.""",?????????? ???? ?????????? ???????? ? ??????????? ?????? ??????????? ????????? ???? ??????????? ????? ?????????? ??????? ? ?????? ??????? ????? ????? ??? ?????????? ????? ? ??????? ????? ???????? ?????????????? ??????? ????????? ???????? ???? ?????? ?????? ?????????? ?????????????,????? ?? ????? ???? ? ?????? ??? ?????? ????? ?? ?????? ??? ?????? ????? ? ??? ???? ?? ???? ?? ?????? ??? ? ??? ??? ????? ???????? ???? ????? ????? ?? ??? ??? ?????? ???????,35,139
815,7,6,26,"Others they keep away from it, and themselves they keep away; but they only destroy their own souls, and they perceive it not.",?????? ?????????? ?????? ???????????? ?????? ? ?????? ??????????? ?????? ???????????? ????? ???????????,??? ????? ??? ?????? ??? ? ??? ?????? ??? ?????? ??? ??????,12,48
816,7,6,27,"If thou couldst but see when they are confronted with the Fire! They will say: ""Would that we were but sent back! Then would we not reject the signs of our Lord, but would be amongst those who believe!""",?????? ?????? ???? ???????? ????? ???????? ????????? ??? ????????? ??????? ????? ????????? ???????? ???????? ????????? ???? ??????????????,??? ??? ?? ????? ??? ????? ?????? ?? ????? ??? ??? ???? ????? ???? ????? ?? ????????,17,68
817,7,6,28,"Yea, in their own (eyes) will become manifest what before they concealed. But if they were returned, they would certainly relapse to the things they were forbidden, for they are indeed liars.",???? ????? ?????? ??? ??????? ????????? ???? ?????? ? ?????? ??????? ????????? ????? ?????? ?????? ??????????? ????????????,?? ??? ??? ?? ????? ????? ?? ??? ? ??? ???? ?????? ??? ???? ??? ????? ???????,17,61
818,7,6,29,"And they (sometimes) say: ""There is nothing except our life on this earth, and never shall we be raised up again.""",????????? ???? ???? ?????? ?????????? ?????????? ????? ?????? ??????????????,?????? ?? ?? ??? ?????? ?????? ??? ??? ????????,9,39
